"ID","Species(miRNA)","Species(Target)","miRNA","Target","Reporter assay","Western blot","qPCR","Microarray","NGS","pSILAC","Other","CLIP-Seq","Sum","Number of paper"
"MIRT517446","hsa","hsa","hsa-miR-142-5p","RBM8A","0","0","0","0","1","0","0","1","2","8"
"MIRT518152","hsa","hsa","hsa-miR-199b-5p","ZNF440","0","0","0","0","1","0","0","1","2","4"
"MIRT518586","hsa","hsa","hsa-miR-199b-5p","ZNF117","0","0","0","0","1","0","0","1","2","4"
"MIRT519613","hsa","hsa","hsa-miR-199b-5p","ZNF791","0","0","0","0","1","0","0","1","2","6"
"MIRT519634","hsa","hsa","hsa-miR-199b-5p","ZNF772","0","0","0","0","1","0","0","1","2","4"
"MIRT519751","hsa","hsa","hsa-miR-199b-5p","ZNF394","0","0","0","0","1","0","0","1","2","4"
"MIRT520013","hsa","hsa","hsa-miR-142-3p","YWHAH","0","0","0","0","1","0","0","1","2","4"
"MIRT520426","hsa","hsa","hsa-miR-199b-5p","TUBG1","0","0","0","0","1","0","0","1","2","4"
"MIRT520690","hsa","hsa","hsa-miR-142-3p","TMED4","0","0","0","0","1","0","0","1","2","2"
"MIRT521092","hsa","hsa","hsa-miR-142-5p","SLC24A2","0","0","0","0","1","0","0","1","2","6"
"MIRT521445","hsa","hsa","hsa-miR-142-3p","RAD51","0","0","0","0","1","0","0","1","2","2"
"MIRT521660","hsa","hsa","hsa-miR-142-5p","PRKD3","0","0","0","0","1","0","0","1","2","2"
"MIRT521770","hsa","hsa","hsa-miR-142-5p","PPIG","0","0","0","0","1","0","0","1","2","8"
"MIRT522381","hsa","hsa","hsa-miR-199b-5p","NAA15","0","0","0","0","1","0","0","1","2","6"
"MIRT522423","hsa","hsa","hsa-miR-142-3p","MON1B","0","0","0","0","1","0","0","1","2","4"
"MIRT523917","hsa","hsa","hsa-miR-142-3p","EIF5","0","0","0","0","1","0","0","1","2","2"
"MIRT524203","hsa","hsa","hsa-miR-199b-5p","DDX19B","0","0","0","0","1","0","0","1","2","2"
"MIRT524299","hsa","hsa","hsa-miR-142-3p","CTNNB1","1","1","1","0","1","0","0","1","5","4"
"MIRT524575","hsa","hsa","hsa-miR-142-5p","CALM1","0","0","0","0","1","0","0","1","2","6"
"MIRT525198","hsa","hsa","hsa-miR-142-5p","ZNF93","0","0","0","0","1","0","0","1","2","2"
"MIRT525477","hsa","hsa","hsa-miR-142-5p","SPIC","0","0","0","0","1","0","0","1","2","2"
"MIRT525759","hsa","hsa","hsa-miR-142-5p","SOD2","0","0","0","0","1","0","0","1","2","2"
"MIRT525932","hsa","hsa","hsa-miR-142-3p","C11orf74","0","0","0","0","1","0","0","1","2","2"
"MIRT526121","hsa","hsa","hsa-miR-199b-5p","RIC8A","0","0","0","0","1","0","0","1","2","2"
"MIRT526213","hsa","hsa","hsa-miR-142-5p","SNX24","0","0","0","0","1","0","0","1","2","2"
"MIRT527227","hsa","hsa","hsa-miR-199b-5p","C3orf36","0","0","0","0","1","0","0","1","2","4"
"MIRT527433","hsa","hsa","hsa-miR-142-3p","DDX17","0","0","0","0","1","0","0","1","2","2"
"MIRT528632","hsa","hsa","hsa-miR-142-3p","PRPF38B","0","0","0","0","1","0","0","1","2","4"
"MIRT529562","hsa","hsa","hsa-miR-199b-5p","SNRNP48","0","0","0","0","1","0","0","1","2","2"
"MIRT530105","hsa","hsa","hsa-miR-199b-5p","PSAPL1","0","0","0","0","1","0","0","1","2","2"
"MIRT530297","hsa","hsa","hsa-miR-199b-5p","AKAP17A","0","0","0","0","1","0","0","1","2","2"
"MIRT530906","hsa","hsa","hsa-miR-142-5p","KIAA1161","0","0","0","0","1","0","0","1","2","2"
"MIRT531445","hsa","hsa","hsa-miR-142-3p","HSD17B12","0","0","0","0","1","0","0","1","2","2"
"MIRT531834","hsa","hsa","hsa-miR-142-5p","MTPAP","0","0","0","0","1","0","0","1","2","4"
"MIRT532446","hsa","hsa","hsa-miR-199b-5p","PLGRKT","0","0","0","0","1","0","0","1","2","2"
"MIRT532612","hsa","hsa","hsa-miR-142-5p","SPTLC2","0","0","0","0","1","0","0","1","2","2"
"MIRT533616","hsa","hsa","hsa-miR-199b-5p","TNFRSF13C","0","0","0","0","1","0","0","1","2","2"
"MIRT534169","hsa","hsa","hsa-miR-199b-5p","SLC8A1","0","0","0","0","1","0","0","1","2","2"
"MIRT534567","hsa","hsa","hsa-miR-142-5p","RPS6KA5","0","0","0","0","1","0","0","1","2","4"
"MIRT534638","hsa","hsa","hsa-miR-142-5p","RNASEH1","0","0","0","0","1","0","0","1","2","4"
"MIRT534820","hsa","hsa","hsa-miR-142-3p","RAB30","0","0","0","0","1","0","0","1","2","2"
"MIRT537194","hsa","hsa","hsa-miR-142-5p","GDE1","0","0","0","0","1","0","0","1","2","4"
"MIRT537699","hsa","hsa","hsa-miR-142-5p","ELOVL6","0","0","0","0","1","0","0","1","2","2"
"MIRT537856","hsa","hsa","hsa-miR-142-5p","EFNA5","0","0","0","0","1","0","0","1","2","2"
"MIRT538217","hsa","hsa","hsa-miR-142-3p","CYR61","0","0","0","0","1","0","0","1","2","2"
"MIRT538335","hsa","hsa","hsa-miR-199b-5p","CSGALNACT1","0","0","0","0","1","0","0","1","2","2"
"MIRT538337","hsa","hsa","hsa-miR-142-5p","CSE1L","0","0","0","0","1","0","0","1","2","4"
"MIRT538645","hsa","hsa","hsa-miR-142-5p","CCSAP","0","0","0","0","1","0","0","1","2","2"
"MIRT538711","hsa","hsa","hsa-miR-142-5p","CAPRIN2","0","0","0","0","1","0","0","1","2","4"
"MIRT539269","hsa","hsa","hsa-miR-142-5p","ANKRD28","0","0","0","0","1","0","0","1","2","2"
"MIRT539655","hsa","hsa","hsa-miR-199b-5p","SERPINH1","0","0","0","0","1","0","0","1","2","2"
"MIRT540792","hsa","hsa","hsa-miR-199b-5p","TMOD2","0","0","0","0","1","0","0","1","2","2"
"MIRT541032","hsa","hsa","hsa-miR-142-3p","STRBP","0","0","0","0","1","0","0","1","2","8"
"MIRT541089","hsa","hsa","hsa-miR-142-5p","RLIM","0","0","0","0","1","0","0","1","2","2"
"MIRT541126","hsa","hsa","hsa-miR-142-5p","RAB34","0","0","0","0","1","0","0","1","2","2"
"MIRT541358","hsa","hsa","hsa-miR-199b-5p","DDX3X","0","0","0","0","1","0","0","1","2","2"
"MIRT542053","hsa","hsa","hsa-miR-142-5p","SLC25A46","0","0","0","0","1","0","0","1","2","2"
"MIRT543171","hsa","hsa","hsa-miR-142-3p","FICD","0","0","0","0","1","0","0","1","2","2"
"MIRT543387","hsa","hsa","hsa-miR-142-5p","CC2D2A","0","0","0","0","1","0","0","1","2","2"
"MIRT543567","hsa","hsa","hsa-miR-142-5p","RPF2","0","0","0","0","1","0","0","1","2","4"
"MIRT543884","hsa","hsa","hsa-miR-142-5p","AIMP1","0","0","0","0","1","0","0","1","2","2"
"MIRT544220","hsa","hsa","hsa-miR-142-5p","GTF2B","0","0","0","0","1","0","0","1","2","2"
"MIRT544599","hsa","hsa","hsa-miR-142-5p","FOXO3","0","0","0","0","1","0","0","1","2","4"
"MIRT545037","hsa","hsa","hsa-miR-142-5p","PRELID1","0","0","0","0","1","0","0","1","2","2"
"MIRT545099","hsa","hsa","hsa-miR-142-5p","TRIM66","0","0","0","0","1","0","0","1","2","2"
"MIRT545115","hsa","hsa","hsa-miR-142-5p","PDZRN4","0","0","0","0","1","0","0","1","2","2"
"MIRT545473","hsa","hsa","hsa-miR-142-3p","TRIM37","0","0","0","0","1","0","0","1","2","2"
"MIRT545605","hsa","hsa","hsa-miR-142-5p","SIGLEC9","0","0","0","0","1","0","0","1","2","2"
"MIRT545689","hsa","hsa","hsa-miR-142-5p","DHODH","0","0","0","0","1","0","0","1","2","2"
"MIRT545739","hsa","hsa","hsa-miR-142-5p","SNRPD3","0","0","0","0","1","0","0","1","2","2"
"MIRT546106","hsa","hsa","hsa-miR-142-5p","USP48","0","0","0","0","1","0","0","1","2","4"
"MIRT546430","hsa","hsa","hsa-miR-142-5p","SNX5","0","0","0","0","1","0","0","1","2","2"
"MIRT546477","hsa","hsa","hsa-miR-142-3p","SLC17A5","0","0","0","0","1","0","0","1","2","2"
"MIRT547512","hsa","hsa","hsa-miR-142-5p","MAT2A","0","0","0","0","1","0","0","1","2","4"
"MIRT548467","hsa","hsa","hsa-miR-142-5p","EGLN3","0","0","0","0","1","0","0","1","2","2"
"MIRT548769","hsa","hsa","hsa-miR-142-3p","CNN3","0","0","0","0","1","0","0","1","2","2"
"MIRT549117","hsa","hsa","hsa-miR-142-3p","C16orf70","0","0","0","0","1","0","0","1","2","4"
"MIRT549255","hsa","hsa","hsa-miR-142-5p","ATXN1","0","0","0","0","1","0","0","1","2","2"
"MIRT549484","hsa","hsa","hsa-miR-142-3p","ACBD5","0","0","0","0","1","0","0","1","2","2"
"MIRT549595","hsa","hsa","hsa-miR-142-3p","TMEM101","0","0","0","0","1","0","0","1","2","2"
"MIRT549819","hsa","hsa","hsa-miR-142-5p","LUZP2","0","0","0","0","1","0","0","1","2","2"
"MIRT550088","hsa","hsa","hsa-miR-142-5p","TRAPPC2","0","0","0","0","1","0","0","1","2","2"
"MIRT550391","hsa","hsa","hsa-miR-142-3p","TBX4","0","0","0","0","1","0","0","1","2","2"
"MIRT551103","hsa","hsa","hsa-miR-142-5p","TTC8","0","0","0","0","1","0","0","1","2","2"
"MIRT552283","hsa","hsa","hsa-miR-142-3p","CBY1","0","0","0","0","1","0","0","1","2","4"
"MIRT552562","hsa","hsa","hsa-miR-142-3p","ZFP36L2","0","0","0","0","1","0","0","1","2","4"
"MIRT553136","hsa","hsa","hsa-miR-142-5p","UBE2H","0","0","0","0","1","0","0","1","2","2"
"MIRT553317","hsa","hsa","hsa-miR-142-5p","TSPAN3","0","0","0","0","1","0","0","1","2","2"
"MIRT553470","hsa","hsa","hsa-miR-142-3p","TNPO1","0","0","0","0","1","0","0","1","2","4"
"MIRT553802","hsa","hsa","hsa-miR-142-5p","SZRD1","0","0","0","0","1","0","0","1","2","4"
"MIRT553961","hsa","hsa","hsa-miR-142-5p","SRSF7","0","0","0","0","1","0","0","1","2","2"
"MIRT554063","hsa","hsa","hsa-miR-142-3p","SOCS5","0","0","0","0","1","0","0","1","2","2"
"MIRT554479","hsa","hsa","hsa-miR-142-5p","SAMD12","0","0","0","0","1","0","0","1","2","2"
"MIRT554549","hsa","hsa","hsa-miR-142-5p","RRN3","0","0","0","0","1","0","0","1","2","2"
"MIRT554661","hsa","hsa","hsa-miR-142-5p","ROBO1","0","0","0","0","1","0","0","1","2","2"
"MIRT554749","hsa","hsa","hsa-miR-142-5p","RHOC","0","0","0","0","1","0","0","1","2","2"
"MIRT554882","hsa","hsa","hsa-miR-142-5p","RCAN2","0","0","0","0","1","0","0","1","2","2"
"MIRT554916","hsa","hsa","hsa-miR-142-5p","RAP2C","0","0","0","0","1","0","0","1","2","2"
"MIRT555123","hsa","hsa","hsa-miR-142-3p","PTPRJ","0","0","0","0","1","0","0","1","2","2"
"MIRT555352","hsa","hsa","hsa-miR-142-3p","PPP1R14C","0","0","0","0","1","0","0","1","2","2"
"MIRT556638","hsa","hsa","hsa-miR-142-3p","LAMC1","0","0","0","0","1","0","0","1","2","2"
"MIRT556780","hsa","hsa","hsa-miR-142-5p","KLF6","0","0","0","0","1","0","0","1","2","2"
"MIRT557393","hsa","hsa","hsa-miR-142-3p","H3F3C","0","0","0","0","1","0","0","1","2","2"
"MIRT557858","hsa","hsa","hsa-miR-142-5p","FGFR1OP","0","0","0","0","1","0","0","1","2","4"
"MIRT558123","hsa","hsa","hsa-miR-142-5p","ENPP5","0","0","0","0","1","0","0","1","2","2"
"MIRT558227","hsa","hsa","hsa-miR-142-5p","EFCAB14","0","0","0","0","1","0","0","1","2","4"
"MIRT558337","hsa","hsa","hsa-miR-142-5p","DNAJC28","0","0","0","0","1","0","0","1","2","4"
"MIRT558423","hsa","hsa","hsa-miR-142-5p","DDX5","0","0","0","0","1","0","0","1","2","4"
"MIRT559332","hsa","hsa","hsa-miR-142-5p","ATP5G3","0","0","0","0","1","0","0","1","2","2"
"MIRT559625","hsa","hsa","hsa-miR-142-3p","AKIRIN2","0","0","0","0","1","0","0","1","2","2"
"MIRT560015","hsa","hsa","hsa-miR-199b-5p","ZNF525","0","0","0","0","1","0","0","1","2","2"
"MIRT560080","hsa","hsa","hsa-miR-199b-5p","ZNF195","0","0","0","0","1","0","0","1","2","2"
"MIRT560450","hsa","hsa","hsa-miR-142-5p","SLC30A7","0","0","0","0","1","0","0","1","2","2"
"MIRT560526","hsa","hsa","hsa-miR-142-5p","TMEM98","0","0","0","0","1","0","0","1","2","2"
"MIRT560708","hsa","hsa","hsa-miR-142-5p","ZNF324B","0","0","0","0","1","0","0","1","2","2"
"MIRT560760","hsa","hsa","hsa-miR-142-5p","DEGS1","0","0","0","0","1","0","0","1","2","2"
"MIRT561137","hsa","hsa","hsa-miR-142-5p","MRPL36","0","0","0","0","1","0","0","1","2","2"
"MIRT561187","hsa","hsa","hsa-miR-142-5p","TNFRSF10A","0","0","0","0","1","0","0","1","2","2"
"MIRT561255","hsa","hsa","hsa-miR-142-5p","ZNF281","0","0","0","0","1","0","0","1","2","2"
"MIRT561608","hsa","hsa","hsa-miR-142-5p","SIVA1","0","0","0","0","1","0","0","1","2","2"
"MIRT561914","hsa","hsa","hsa-miR-142-5p","MFSD9","0","0","0","0","1","0","0","1","2","2"
"MIRT561978","hsa","hsa","hsa-miR-142-3p","LRRC59","0","0","0","0","1","0","0","1","2","2"
"MIRT562016","hsa","hsa","hsa-miR-142-5p","LCLAT1","0","0","0","0","1","0","0","1","2","2"
"MIRT562093","hsa","hsa","hsa-miR-142-5p","KIAA0895","0","0","0","0","1","0","0","1","2","2"
"MIRT562533","hsa","hsa","hsa-miR-142-3p","CCNG1","0","0","0","0","1","0","0","1","2","2"
"MIRT562710","hsa","hsa","hsa-miR-199b-5p","ZNF415","0","0","0","0","1","0","0","1","2","2"
"MIRT562736","hsa","hsa","hsa-miR-199b-5p","ZNF468","0","0","0","0","1","0","0","1","2","2"
"MIRT562809","hsa","hsa","hsa-miR-199b-5p","ZNF611","0","0","0","0","1","0","0","1","2","2"
"MIRT562843","hsa","hsa","hsa-miR-142-5p","LINC00346","0","0","0","0","1","0","0","1","2","2"
"MIRT562925","hsa","hsa","hsa-miR-142-5p","TNIP2","0","0","0","0","1","0","0","1","2","2"
"MIRT562960","hsa","hsa","hsa-miR-142-5p","LRPAP1","0","0","0","0","1","0","0","1","2","2"
"MIRT563134","hsa","hsa","hsa-miR-199b-5p","ZNF215","0","0","0","0","1","0","0","1","2","2"
"MIRT563376","hsa","hsa","hsa-miR-142-5p","DSPP","0","0","0","0","1","0","0","1","2","2"
"MIRT563396","hsa","hsa","hsa-miR-142-5p","KIF3A","0","0","0","0","1","0","0","1","2","2"
"MIRT564359","hsa","hsa","hsa-miR-142-5p","PPWD1","0","0","0","0","1","0","0","1","2","2"
"MIRT564379","hsa","hsa","hsa-miR-142-5p","BAAT","0","0","0","0","1","0","0","1","2","2"
"MIRT564723","hsa","hsa","hsa-miR-199b-5p","ZNF286B","0","0","0","0","1","0","0","1","2","2"
"MIRT565171","hsa","hsa","hsa-miR-142-3p","LINC00598","0","0","0","0","1","0","0","1","2","2"
"MIRT565497","hsa","hsa","hsa-miR-142-3p","AZF1","0","0","0","0","1","0","0","1","2","2"
"MIRT565534","hsa","hsa","hsa-miR-142-5p","SON","0","0","0","0","1","0","0","1","2","2"
"MIRT565821","hsa","hsa","hsa-miR-142-3p","SDCCAG3","0","0","0","0","1","0","0","1","2","2"
"MIRT566115","hsa","hsa","hsa-miR-142-5p","RASEF","0","0","0","0","1","0","0","1","2","2"
"MIRT566569","hsa","hsa","hsa-miR-142-3p","OTUD4","0","0","0","0","1","0","0","1","2","2"
"MIRT567079","hsa","hsa","hsa-miR-142-3p","KBTBD2","0","0","0","0","1","0","0","1","2","2"
"MIRT567335","hsa","hsa","hsa-miR-142-3p","HMGB1","1","1","1","0","1","0","0","1","5","3"
"MIRT567757","hsa","hsa","hsa-miR-142-5p","DLC1","0","0","0","0","1","0","0","1","2","2"
"MIRT567865","hsa","hsa","hsa-miR-142-3p","DCAF12","0","0","0","0","1","0","0","1","2","2"
"MIRT567914","hsa","hsa","hsa-miR-142-5p","CRK","0","0","0","0","1","0","0","1","2","2"
"MIRT568287","hsa","hsa","hsa-miR-142-5p","BCOR","0","0","0","0","1","0","0","1","2","2"
"MIRT568382","hsa","hsa","hsa-miR-142-5p","ATP13A3","0","0","0","0","1","0","0","1","2","2"
"MIRT568564","hsa","hsa","hsa-miR-142-3p","AK4","0","0","0","0","1","0","0","1","2","2"
"MIRT570883","hsa","hsa","hsa-miR-199b-5p","ZFP1","0","0","0","0","1","0","0","1","2","2"
"MIRT571503","hsa","hsa","hsa-miR-199b-5p","ZNF846","0","0","0","0","1","0","0","1","2","2"
"MIRT571523","hsa","hsa","hsa-miR-199b-5p","ZNF625","0","0","0","0","1","0","0","1","2","2"
"MIRT571676","hsa","hsa","hsa-miR-142-5p","RRAS2","0","0","0","0","1","0","0","1","2","2"
"MIRT572294","hsa","hsa","hsa-miR-199b-5p","ZNF584","0","0","0","0","1","0","0","1","2","2"
"MIRT572449","hsa","hsa","hsa-miR-199b-5p","TRIM10","0","0","0","0","1","0","0","1","2","2"
"MIRT572513","hsa","hsa","hsa-miR-142-3p","KIAA0232","0","0","0","0","1","0","0","1","2","2"
"MIRT572739","hsa","hsa","hsa-miR-199b-5p","VAV3","0","0","0","0","1","0","0","1","2","6"
"MIRT573789","hsa","hsa","hsa-miR-142-5p","BBS10","0","0","0","0","1","0","0","1","2","2"
"MIRT573976","hsa","hsa","hsa-miR-142-5p","DDX21","0","0","0","0","1","0","0","1","2","2"
"MIRT574187","hsa","hsa","hsa-miR-142-3p","ZNF264","0","0","0","0","1","0","0","1","2","2"
"MIRT574378","hsa","hsa","hsa-miR-142-5p","YY1","0","0","0","0","1","0","0","1","2","2"
"MIRT574718","hsa","hsa","hsa-miR-142-5p","HAUS8","0","0","0","0","1","0","0","1","2","2"
"MIRT616436","hsa","hsa","hsa-miR-142-5p","FAM126B","0","0","0","0","1","0","0","1","2","2"
"MIRT622969","hsa","hsa","hsa-miR-199b-5p","OXSR1","0","0","0","0","1","0","0","1","2","2"
"MIRT625077","hsa","hsa","hsa-miR-142-5p","C15orf41","0","0","0","0","1","0","0","1","2","2"
"MIRT625510","hsa","hsa","hsa-miR-199b-5p","PPAPDC1A","0","0","0","0","1","0","0","1","2","2"
"MIRT628796","hsa","hsa","hsa-miR-199b-5p","A2ML1","0","0","0","0","1","0","0","1","2","2"
"MIRT632624","hsa","hsa","hsa-miR-142-3p","PARP2","0","0","0","0","1","0","0","1","2","2"
"MIRT638234","hsa","hsa","hsa-miR-142-3p","SNTN","0","0","0","0","1","0","0","1","2","2"
"MIRT639488","hsa","hsa","hsa-miR-142-5p","SLC6A4","0","0","0","0","1","0","0","1","2","2"
"MIRT641954","hsa","hsa","hsa-miR-199b-5p","RNF115","0","0","0","0","1","0","0","1","2","2"
"MIRT645315","hsa","hsa","hsa-miR-199b-5p","AGTRAP","0","0","0","0","1","0","0","1","2","2"
"MIRT645789","hsa","hsa","hsa-miR-142-5p","FFAR4","0","0","0","0","1","0","0","1","2","2"
"MIRT646074","hsa","hsa","hsa-miR-199b-5p","NDUFS2","0","0","0","0","1","0","0","1","2","2"
"MIRT648158","hsa","hsa","hsa-miR-199b-5p","CHRFAM7A","0","0","0","0","1","0","0","1","2","2"
"MIRT653177","hsa","hsa","hsa-miR-142-3p","SPPL3","0","0","0","0","1","0","0","1","2","2"
"MIRT653321","hsa","hsa","hsa-miR-142-5p","SMOC1","0","0","0","0","1","0","0","1","2","2"
"MIRT654250","hsa","hsa","hsa-miR-142-5p","RIMS4","0","0","0","0","1","0","0","1","2","2"
"MIRT662126","hsa","hsa","hsa-miR-142-5p","APOL6","0","0","0","0","1","0","0","1","2","2"
"MIRT665093","hsa","hsa","hsa-miR-199b-5p","CRIPT","0","0","0","0","1","0","0","1","2","2"
"MIRT665762","hsa","hsa","hsa-miR-142-5p","TMEM43","0","0","0","0","1","0","0","1","2","2"
"MIRT666907","hsa","hsa","hsa-miR-199b-5p","POLA2","0","0","0","0","1","0","0","1","2","2"
"MIRT667875","hsa","hsa","hsa-miR-142-3p","IP6K1","0","0","0","0","1","0","0","1","2","2"
"MIRT668141","hsa","hsa","hsa-miR-142-3p","GINS2","0","0","0","0","1","0","0","1","2","2"
"MIRT672604","hsa","hsa","hsa-miR-142-3p","IRF1","0","0","0","0","1","0","0","1","2","2"
"MIRT680434","hsa","hsa","hsa-miR-199b-5p","GATA6","0","0","0","0","1","0","0","1","2","2"
"MIRT683830","hsa","hsa","hsa-miR-142-3p","ZNF682","0","0","0","0","1","0","0","1","2","2"
"MIRT684286","hsa","hsa","hsa-miR-199b-5p","CDK9","0","0","0","0","1","0","0","1","2","2"
"MIRT684470","hsa","hsa","hsa-miR-142-3p","INTS7","0","0","0","0","1","0","0","1","2","2"
"MIRT686315","hsa","hsa","hsa-miR-199b-5p","VPS53","0","0","0","0","1","0","0","1","2","2"
"MIRT688694","hsa","hsa","hsa-miR-142-3p","CPS1","0","0","0","0","1","0","0","1","2","2"
"MIRT691998","hsa","hsa","hsa-miR-199b-5p","PTCD2","0","0","0","0","1","0","0","1","2","2"
"MIRT694276","hsa","hsa","hsa-miR-142-3p","ZNF529","0","0","0","0","1","0","0","1","2","4"
"MIRT695633","hsa","hsa","hsa-miR-199b-5p","SLC26A2","0","0","0","0","1","0","0","1","2","2"
"MIRT699374","hsa","hsa","hsa-miR-142-3p","SLC30A6","0","0","0","0","1","0","0","1","2","2"
"MIRT699726","hsa","hsa","hsa-miR-142-3p","SERPINH1","0","0","0","0","1","0","0","1","2","2"
"MIRT701874","hsa","hsa","hsa-miR-142-3p","MPLKIP","0","0","0","0","1","0","0","1","2","2"
"MIRT704262","hsa","hsa","hsa-miR-142-3p","DGS2","0","0","0","0","1","0","0","1","2","2"
"MIRT706012","hsa","hsa","hsa-miR-199b-5p","ABCC1","0","0","0","0","1","0","0","1","2","2"
"MIRT707567","hsa","hsa","hsa-miR-142-5p","SLCO1B3","0","0","0","0","1","0","0","1","2","2"
"MIRT708049","hsa","hsa","hsa-miR-142-5p","MCAM","0","0","0","0","1","0","0","1","2","2"
"MIRT708152","hsa","hsa","hsa-miR-142-5p","CERCAM","0","0","0","0","1","0","0","1","2","2"
"MIRT708746","hsa","hsa","hsa-miR-142-5p","RYBP","0","0","0","0","1","0","0","1","2","2"
"MIRT710284","hsa","hsa","hsa-miR-142-3p","CSNK1G3","0","0","0","0","1","0","0","1","2","2"
"MIRT711106","hsa","hsa","hsa-miR-199b-5p","TBC1D21","0","0","0","0","1","0","0","1","2","2"
"MIRT712556","hsa","hsa","hsa-miR-199b-5p","CENPO","0","0","0","0","1","0","0","1","2","2"
"MIRT715118","hsa","hsa","hsa-miR-142-3p","PANK3","0","0","0","0","1","0","0","1","2","2"
"MIRT716825","hsa","hsa","hsa-miR-142-3p","PSME4","0","0","0","0","1","0","0","1","2","2"
"MIRT720320","hsa","hsa","hsa-miR-199b-5p","CHCHD4","0","0","0","0","1","0","0","1","2","2"
"MIRT721020","hsa","hsa","hsa-miR-142-5p","ZNF619","0","0","0","0","1","0","0","1","2","2"
"MIRT721049","hsa","hsa","hsa-miR-199b-5p","LAX1","0","0","0","0","1","0","0","1","2","2"
"MIRT721346","hsa","hsa","hsa-miR-199b-5p","LIF","0","0","0","0","1","0","0","1","2","2"
"MIRT724616","hsa","hsa","hsa-miR-199b-5p","SNAP25","0","0","0","0","1","0","0","1","2","2"
"MIRT725163","hsa","hsa","hsa-miR-142-5p","SDAD1","0","0","0","0","1","0","0","1","2","2"
"MIRT731272","hsa","hsa","hsa-miR-142-3p","CDC25C","0","0","1","0","0","0","0","0","1","1"
"MIRT731348","hsa","hsa","hsa-miR-142-5p","HIF1A","1","1","0","0","0","0","0","0","2","1"
"MIRT731736","hsa","hsa","hsa-miR-142-5p","SOCS1","1","1","1","1","1","0","0","0","5","1"
"MIRT731836","hsa","hsa","hsa-miR-142-5p","CLDN1","1","0","1","0","0","0","0","0","2","1"
"MIRT732387","hsa","hsa","hsa-miR-142-5p","PTEN","1","1","1","0","0","0","0","0","3","1"
"MIRT733597","hsa","hsa","hsa-miR-142-3p","Rab3a","1","1","1","0","0","0","0","0","3","0"
"MIRT734646","hsa","hsa","hsa-miR-199b-5p","SNAI1","1","0","1","0","0","0","0","0","2","0"
"MIRT734647","hsa","hsa","hsa-miR-199b-5p","ZEB1","1","0","1","0","0","0","0","0","2","0"
"MIRT734787","hsa","hsa","hsa-miR-142-5p","ABL2","1","0","0","0","0","0","0","0","1","0"
"MIRT734789","hsa","hsa","hsa-miR-142-5p","MCL1","1","0","0","0","0","0","0","0","1","0"
"MIRT734790","hsa","hsa","hsa-miR-142-5p","SRI","1","0","0","0","0","0","0","0","1","0"
"MIRT734953","hsa","hsa","hsa-miR-142-5p","TMEM87A","1","1","1","0","1","0","0","0","4","0"
"MIRT735045","hsa","hsa","hsa-miR-142-5p","IL6ST","1","1","1","0","1","0","0","0","4","0"
"MIRT735046","hsa","hsa","hsa-miR-142-5p","ITGAV","1","1","1","0","1","0","0","0","4","0"
"MIRT735804","hsa","hsa","hsa-miR-199b-5p","VEGFA","0","1","1","0","0","0","0","0","2","0"
"MIRT735851","hsa","hsa","hsa-miR-142-3p","PACRGL","1","1","0","0","0","0","0","0","2","0"
"MIRT735970","hsa","hsa","hsa-miR-142-5p","PLAT","0","0","1","1","0","0","0","0","2","0"
"MIRT735971","hsa","hsa","hsa-miR-142-5p","KIT","0","0","1","1","0","0","0","0","2","0"
"MIRT736528","hsa","hsa","hsa-miR-142-3p","BMP2","0","0","0","0","1","0","0","0","1","0"
"MIRT737638","hsa","hsa","hsa-miR-15a","CXCL10","0","0","0","0","0","0","0","1","1","1"
"MIRT738100","hsa","hsa","hsa-miR-199b-5p","C15orf52","0","0","0","0","0","0","0","1","1","1"
"MIRT739742","hsa","hsa","hsa-miR-142-3p","AP1S3","0","0","0","0","0","0","0","1","1","1"
"MIRT753960","hsa","hsa","hsa-miR-142-5p","RSRP1","0","0","0","0","0","0","0","1","1","4"
"MIRT754066","hsa","hsa","hsa-miR-142-3p","RBSN","0","0","0","0","0","0","0","1","1","1"
"MIRT754864","hsa","hsa","hsa-miR-142-3p","NOL4L","0","0","0","0","0","0","0","1","1","1"
"MIRT755051","hsa","hsa","hsa-miR-142-5p","DDIAS","0","0","0","0","0","0","0","1","1","1"
