ID,Accession,Target,TargetID,Experiment,Literature,Tissue
hsa-mir-16-5p,MIMAT0000069,MAPK14,1432,"HITS-CLIP, Microarrays",tarbase,Unspecified
hsa-mir-15a-5p,MIMAT0000068,KCTD20,222658,HITS-CLIP,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,KCTD20,222658,"HITS-CLIP, Microarrays",tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,KCTD20,222658,HITS-CLIP,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,KCTD20,222658,Microarrays,tarbase,Unspecified
hsa-mir-106b-5p,MIMAT0000680,STK38,11329,"HITS-CLIP, PAR-CLIP",tarbase,Unspecified
hsa-mir-141-3p,MIMAT0000432,STK38,11329,HITS-CLIP,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,STK38,11329,"PAR-CLIP, Microarrays",tarbase,Unspecified
hsa-mir-21-3p,MIMAT0004494,SRSF3,6428,HITS-CLIP,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,SRSF3,6428,PAR-CLIP,tarbase,Unspecified
hsa-mir-126-5p,MIMAT0000444,SOD2,6648,"PAR-CLIP, HITS-CLIP",tarbase,Unspecified
hsa-mir-126-5p,MIMAT0000444,SOD2,6648,"PAR-CLIP, HITS-CLIP",tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,SOD2,6648,"PAR-CLIP, Microarrays",tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,SOD2,6648,"PAR-CLIP, Microarrays",tarbase,Unspecified
hsa-mir-21-3p,MIMAT0004494,SOD2,6648,"HITS-CLIP, Microarrays",tarbase,Unspecified
hsa-mir-21-3p,MIMAT0004494,SOD2,6648,"HITS-CLIP, Microarrays",tarbase,Unspecified
hsa-mir-21-5p,MIMAT0000076,SOD2,6648,SILAC,tarbase,Unspecified
hsa-mir-21-5p,MIMAT0000076,SOD2,6648,SILAC,tarbase,Unspecified
hsa-mir-34a-3p,MIMAT0004557,SOD2,6648,HITS-CLIP,tarbase,Unspecified
hsa-mir-34a-3p,MIMAT0004557,SOD2,6648,HITS-CLIP,tarbase,Unspecified
hsa-mir-34b-5p,MIMAT0000685,SOD2,6648,HITS-CLIP,tarbase,Unspecified
hsa-mir-34b-5p,MIMAT0000685,SOD2,6648,HITS-CLIP,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,SOD2,6648,"RNA-Seq, Microarrays",tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,SOD2,6648,"RNA-Seq, Microarrays",tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,SOD2,6648,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,SOD2,6648,Microarrays,tarbase,Unspecified
hsa-mir-126-3p,MIMAT0000445,MRPL18,29074,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,MRPL18,29074,Microarrays,tarbase,Unspecified
hsa-mir-106b-5p,MIMAT0000680,MCM3,4172,"PAR-CLIP, Microarrays",tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,MCM3,4172,"HITS-CLIP, Microarrays",tarbase,Unspecified
hsa-mir-21-5p,MIMAT0000076,MCM3,4172,SILAC,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,RNF8,9025,PAR-CLIP,tarbase,Unspecified
hsa-mir-200c-5p,MIMAT0004657,PHACTR1,221692,HITS-CLIP,tarbase,Unspecified
hsa-mir-200c-5p,MIMAT0004657,PHACTR1,221692,HITS-CLIP,tarbase,Unspecified
hsa-mir-15a-5p,MIMAT0000068,FBXO9,26268,PAR-CLIP,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,FBXO9,26268,"PAR-CLIP, Microarrays",tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,FBXO9,26268,Microarrays,tarbase,Unspecified
hsa-mir-126-3p,MIMAT0000445,FBXO9,26268,Microarrays,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,FBXO9,26268,Microarrays,tarbase,Unspecified
hsa-mir-21-5p,MIMAT0000076,CD83,9308,"PAR-CLIP, Microarrays",tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,CD83,9308,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,CD83,9308,Microarrays,tarbase,Unspecified
hsa-mir-21-3p,MIMAT0004494,CD83,9308,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,CD83,9308,Microarrays,tarbase,Unspecified
hsa-mir-15a-5p,MIMAT0000068,MDN1,23195,HITS-CLIP,tarbase,Unspecified
hsa-mir-15a-5p,MIMAT0000068,MDN1,23195,HITS-CLIP,tarbase,Unspecified
hsa-mir-21-5p,MIMAT0000076,MDN1,23195,"HITS-CLIP, SILAC",tarbase,Unspecified
hsa-mir-21-5p,MIMAT0000076,MDN1,23195,"HITS-CLIP, SILAC",tarbase,Unspecified
hsa-mir-34a-3p,MIMAT0004557,MDN1,23195,HITS-CLIP,tarbase,Unspecified
hsa-mir-34a-3p,MIMAT0004557,MDN1,23195,HITS-CLIP,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,BMP5,653,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,BACH2,60468,Microarrays,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,BACH2,60468,Luciferase Reporter Assay,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,RBM24,221662,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,RBM24,221662,Microarrays,tarbase,Unspecified
hsa-mir-126-5p,MIMAT0000444,CAP2,10486,HITS-CLIP,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,CAP2,10486,Microarrays,tarbase,Unspecified
hsa-mir-126-5p,MIMAT0000444,ZNF451,26036,"HITS-CLIP, PAR-CLIP",tarbase,Unspecified
hsa-mir-15a-5p,MIMAT0000068,ZNF451,26036,HITS-CLIP,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,ZNF451,26036,PAR-CLIP,tarbase,Unspecified
hsa-mir-21-3p,MIMAT0004494,ZNF451,26036,HITS-CLIP,tarbase,Unspecified
hsa-mir-34a-3p,MIMAT0004557,ZNF451,26036,HITS-CLIP,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,ZNF451,26036,Chimeric fragments,tarbase,Unspecified
hsa-mir-106b-5p,MIMAT0000680,BAG2,9532,PAR-CLIP,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,BAG2,9532,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,BAG2,9532,Microarrays,tarbase,Unspecified
hsa-mir-21-3p,MIMAT0004494,RAB23,51715,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,RAB23,51715,Microarrays,tarbase,Unspecified
hsa-mir-126-5p,MIMAT0000444,FHL5,9457,HITS-CLIP,tarbase,Unspecified
hsa-mir-106b-5p,MIMAT0000680,GPR63,81491,"PAR-CLIP, HITS-CLIP",tarbase,Unspecified
hsa-mir-126-5p,MIMAT0000444,GPR63,81491,HITS-CLIP,tarbase,Unspecified
hsa-mir-15a-5p,MIMAT0000068,GPR63,81491,PAR-CLIP,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,GPR63,81491,"PAR-CLIP, Microarrays",tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,GPR63,81491,PAR-CLIP,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,FBXL4,26235,Microarrays,tarbase,Unspecified
hsa-mir-141-5p,MIMAT0004598,CCNC,892,HITS-CLIP,tarbase,Unspecified
hsa-mir-144-3p,MIMAT0000436,CCNC,892,HITS-CLIP,tarbase,Unspecified
hsa-mir-15a-5p,MIMAT0000068,CCNC,892,HITS-CLIP,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,CCNC,892,HITS-CLIP,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,CCNC,892,RNA-Seq,tarbase,Unspecified
hsa-mir-126-3p,MIMAT0000445,CCNC,892,Microarrays,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,PRDM13,59336,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,PRDM13,59336,Microarrays,tarbase,Unspecified
hsa-mir-126-3p,MIMAT0000445,E2F3,1871,PAR-CLIP,tarbase,Unspecified
hsa-mir-126-5p,MIMAT0000444,E2F3,1871,HITS-CLIP,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,E2F3,1871,"HITS-CLIP, RNA-Seq",tarbase,Unspecified
hsa-mir-141-3p,MIMAT0000432,PTP4A1,7803,"PAR-CLIP, HITS-CLIP, Chimeric fragments",tarbase,Unspecified
hsa-mir-200c-3p,MIMAT0000617,PTP4A1,7803,"PAR-CLIP, HITS-CLIP",tarbase,Unspecified
hsa-mir-21-3p,MIMAT0004494,PTP4A1,7803,HITS-CLIP,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,PTP4A1,7803,Biotin-Microarrays,tarbase,Unspecified
hsa-mir-126-5p,MIMAT0000444,PTP4A1,7803,HITS-CLIP,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,PTP4A1,7803,"RNA-Seq, Microarrays",tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,PTP4A1,7803,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,PTP4A1,7803,Microarrays,tarbase,Unspecified
hsa-mir-106b-5p,MIMAT0000680,ASCC3,10973,HITS-CLIP,tarbase,Unspecified
hsa-mir-141-3p,MIMAT0000432,ASCC3,10973,HITS-CLIP,tarbase,Unspecified
hsa-mir-15a-5p,MIMAT0000068,ASCC3,10973,HITS-CLIP,tarbase,Unspecified
hsa-mir-200c-3p,MIMAT0000617,ASCC3,10973,HITS-CLIP,tarbase,Unspecified
hsa-mir-34b-5p,MIMAT0000685,ASCC3,10973,HITS-CLIP,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,ASCC3,10973,Microarrays,tarbase,Unspecified
hsa-mir-106b-5p,MIMAT0000680,BVES,11149,PAR-CLIP,tarbase,Unspecified
hsa-mir-15a-5p,MIMAT0000068,BVES,11149,HITS-CLIP,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,BVES,11149,"HITS-CLIP, Microarrays",tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,BVES,11149,HITS-CLIP,tarbase,Unspecified
hsa-mir-21-3p,MIMAT0004494,BVES,11149,Microarrays,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,MED23,9439,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,MED23,9439,Microarrays,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,WASF1,8936,"HITS-CLIP, Microarrays",tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,WASF1,8936,Microarrays,tarbase,Unspecified
hsa-mir-15a-3p,MIMAT0004488,ALDH5A1,7915,HITS-CLIP,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,ALDH5A1,7915,Microarrays,tarbase,Unspecified
hsa-mir-200c-3p,MIMAT0000617,VNN1,8876,Microarrays,tarbase,Unspecified
hsa-mir-126-3p,MIMAT0000445,VNN2,8875,Microarrays,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,VNN2,8875,Microarrays,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,ACOT13,55856,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,ACOT13,55856,Microarrays,tarbase,Unspecified
hsa-mir-15a-3p,MIMAT0004488,RPS12,6206,HITS-CLIP,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,RPS12,6206,HITS-CLIP,tarbase,Unspecified
hsa-mir-106b-5p,MIMAT0000680,C6orf62,81688,PAR-CLIP,tarbase,Unspecified
hsa-mir-126-5p,MIMAT0000444,C6orf62,81688,HITS-CLIP,tarbase,Unspecified
hsa-mir-15a-3p,MIMAT0004488,C6orf62,81688,PAR-CLIP,tarbase,Unspecified
hsa-mir-200c-3p,MIMAT0000617,C6orf62,81688,HITS-CLIP,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,C6orf62,81688,"HITS-CLIP, Microarrays",tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,C6orf62,81688,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,C6orf62,81688,Microarrays,tarbase,Unspecified
hsa-mir-141-5p,MIMAT0004598,GMNN,51053,HITS-CLIP,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,GMNN,51053,"HITS-CLIP, RNA-Seq, Microarrays, Chimeric fragments",tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,GMNN,51053,"Biotin-Microarrays, Microarrays",tarbase,Unspecified
hsa-mir-126-5p,MIMAT0000444,GMNN,51053,HITS-CLIP,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,EYA4,2070,Microarrays,tarbase,Unspecified
hsa-mir-106b-5p,MIMAT0000680,SOBP,55084,"HITS-CLIP, PAR-CLIP",tarbase,Unspecified
hsa-mir-15a-3p,MIMAT0004488,SOBP,55084,HITS-CLIP,tarbase,Unspecified
hsa-mir-15a-5p,MIMAT0000068,SOBP,55084,HITS-CLIP,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,SOBP,55084,"HITS-CLIP, Microarrays",tarbase,Unspecified
hsa-mir-21-3p,MIMAT0004494,SOBP,55084,HITS-CLIP,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,SOBP,55084,"Microarrays, Biotin-Microarrays",tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,SOBP,55084,Microarrays,tarbase,Unspecified
hsa-mir-141-5p,MIMAT0004598,SNX3,8724,HITS-CLIP,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,SNX3,8724,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,SNX3,8724,Microarrays,tarbase,Unspecified
hsa-mir-141-5p,MIMAT0004598,HBS1L,10767,HITS-CLIP,tarbase,Unspecified
hsa-mir-21-3p,MIMAT0004494,HBS1L,10767,HITS-CLIP,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,HBS1L,10767,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,TRIM38,10475,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,PEX7,5191,Microarrays,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,ZBTB24,9841,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,ZBTB24,9841,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,ZBTB24,9841,Microarrays,tarbase,Unspecified
hsa-mir-126-3p,MIMAT0000445,FIG4,9896,Microarrays,tarbase,Unspecified
hsa-mir-15a-5p,MIMAT0000068,PERP,64065,HITS-CLIP,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,PERP,64065,"PAR-CLIP, Microarrays",tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,PERP,64065,Biotin-Microarrays,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,PERP,64065,RNA-Seq,tarbase,Unspecified
hsa-mir-34b-5p,MIMAT0000685,SLC16A10,117247,HITS-CLIP,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,SLC16A10,117247,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,SLC16A10,117247,Microarrays,tarbase,Unspecified
hsa-mir-200c-3p,MIMAT0000617,SLC16A10,117247,Microarrays,tarbase,Unspecified
hsa-mir-106b-5p,MIMAT0000680,SLC16A10,117247,Chimeric fragments,tarbase,Unspecified
hsa-mir-106b-5p,MIMAT0000680,PHACTR2,9749,HITS-CLIP,tarbase,Unspecified
hsa-mir-144-3p,MIMAT0000436,PHACTR2,9749,HITS-CLIP,tarbase,Unspecified
hsa-mir-15a-5p,MIMAT0000068,PHACTR2,9749,PAR-CLIP,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,PHACTR2,9749,"PAR-CLIP, Microarrays",tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,PHACTR2,9749,Microarrays,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,SLC39A7,7922,Microarrays,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,SLC39A7,7922,Microarrays,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,SLC39A7,7922,Microarrays,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,SLC39A7,7922,Microarrays,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,SLC39A7,7922,Microarrays,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,SLC39A7,7922,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,SLC39A7,7922,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,SLC39A7,7922,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,SLC39A7,7922,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,SLC39A7,7922,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,SLC39A7,7922,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,SLC39A7,7922,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,SLC39A7,7922,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,SLC39A7,7922,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,SLC39A7,7922,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,SLC39A7,7922,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,SLC39A7,7922,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,SLC39A7,7922,Microarrays,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,SLC39A7,7922,Microarrays,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,SLC39A7,7922,Microarrays,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,SLC39A7,7922,Microarrays,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,SLC39A7,7922,Microarrays,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,SLC39A7,7922,Microarrays,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,SLC39A7,7922,Microarrays,tarbase,Unspecified
hsa-mir-21-5p,MIMAT0000076,CCR6,1235,PAR-CLIP,tarbase,Unspecified
hsa-mir-106b-5p,MIMAT0000680,PHF1,5252,PAR-CLIP,tarbase,Unspecified
hsa-mir-106b-5p,MIMAT0000680,PHF1,5252,PAR-CLIP,tarbase,Unspecified
hsa-mir-106b-5p,MIMAT0000680,PHF1,5252,PAR-CLIP,tarbase,Unspecified
hsa-mir-126-3p,MIMAT0000445,PHF1,5252,Microarrays,tarbase,Unspecified
hsa-mir-126-3p,MIMAT0000445,PHF1,5252,Microarrays,tarbase,Unspecified
hsa-mir-126-3p,MIMAT0000445,PHF1,5252,Microarrays,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,PHF1,5252,Microarrays,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,PHF1,5252,Microarrays,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,PHF1,5252,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,CUTA,51596,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,CUTA,51596,Microarrays,tarbase,Unspecified
hsa-mir-126-3p,MIMAT0000445,PACRG,135138,Microarrays,tarbase,Unspecified
hsa-mir-126-5p,MIMAT0000444,QKI,9444,HITS-CLIP,tarbase,Unspecified
hsa-mir-15a-5p,MIMAT0000068,QKI,9444,HITS-CLIP,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,QKI,9444,"HITS-CLIP, Microarrays",tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,QKI,9444,Microarrays,tarbase,Unspecified
hsa-mir-21-3p,MIMAT0004494,QKI,9444,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,QKI,9444,Microarrays,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,PDE10A,10846,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,PDE10A,10846,Microarrays,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,TFEB,7942,Biotin-Microarrays,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,TFEB,7942,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,TFEB,7942,Microarrays,tarbase,Unspecified
hsa-mir-126-5p,MIMAT0000444,CCND3,896,HITS-CLIP,tarbase,Unspecified
hsa-mir-15a-5p,MIMAT0000068,CCND3,896,"PAR-CLIP, HITS-CLIP",tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,CCND3,896,"RNA-Seq, Microarrays",tarbase,Unspecified
hsa-mir-106b-5p,MIMAT0000680,BYSL,705,HITS-CLIP,tarbase,Unspecified
hsa-mir-15a-5p,MIMAT0000068,BYSL,705,HITS-CLIP,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,BYSL,705,Microarrays,tarbase,Unspecified
hsa-mir-15a-3p,MIMAT0004488,FAM120B,84498,HITS-CLIP,tarbase,Unspecified
hsa-mir-15a-3p,MIMAT0004488,FAM120B,84498,HITS-CLIP,tarbase,Unspecified
hsa-mir-15a-3p,MIMAT0004488,TBP,6908,HITS-CLIP,tarbase,Unspecified
hsa-mir-15a-5p,MIMAT0000068,TBP,6908,"HITS-CLIP, PAR-CLIP",tarbase,Unspecified
hsa-mir-200c-3p,MIMAT0000617,TBP,6908,"PAR-CLIP, HITS-CLIP",tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,PRPH2,5961,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,PPP2R5D,5528,HITS-CLIP,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,PPP2R5D,5528,RNA-Seq,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,MRPL2,51069,Biotin-Microarrays,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,MRPL2,51069,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,MRPL2,51069,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,CUL9,23113,HITS-CLIP,tarbase,Unspecified
hsa-mir-21-3p,MIMAT0004494,CUL9,23113,Microarrays,tarbase,Unspecified
hsa-mir-106b-5p,MIMAT0000680,DNPH1,10591,PAR-CLIP,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,DUSP22,56940,Microarrays,tarbase,Unspecified
hsa-mir-106b-5p,MIMAT0000680,EXOC2,55770,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,EXOC2,55770,Microarrays,tarbase,Unspecified
hsa-mir-126-3p,MIMAT0000445,COX7A2,1347,Microarrays,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,COX7A2,1347,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,COX7A2,1347,Microarrays,tarbase,Unspecified
hsa-mir-106b-5p,MIMAT0000680,TMEM30A,55754,"HITS-CLIP, Chimeric fragments",tarbase,Unspecified
hsa-mir-144-3p,MIMAT0000436,TMEM30A,55754,HITS-CLIP,tarbase,Unspecified
hsa-mir-15a-5p,MIMAT0000068,TMEM30A,55754,PAR-CLIP,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,TMEM30A,55754,"HITS-CLIP, PAR-CLIP, Microarrays",tarbase,Unspecified
hsa-mir-21-5p,MIMAT0000076,TMEM30A,55754,PAR-CLIP,tarbase,Unspecified
hsa-mir-34a-3p,MIMAT0004557,TMEM30A,55754,HITS-CLIP,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,TMEM30A,55754,PAR-CLIP,tarbase,Unspecified
hsa-mir-34b-5p,MIMAT0000685,TMEM30A,55754,HITS-CLIP,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,TMEM30A,55754,"RNA-Seq, Microarrays, Chimeric fragments",tarbase,Unspecified
hsa-mir-21-3p,MIMAT0004494,TMEM30A,55754,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,TMEM30A,55754,Microarrays,tarbase,Unspecified
hsa-mir-15a-3p,MIMAT0004488,SENP6,26054,HITS-CLIP,tarbase,Unspecified
hsa-mir-200c-3p,MIMAT0000617,SENP6,26054,PAR-CLIP,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,SENP6,26054,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,SENP6,26054,Microarrays,tarbase,Unspecified
hsa-mir-141-3p,MIMAT0000432,VEGFA,7422,"Luciferase Reporter Assay, qPCR",tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,VEGFA,7422,"RNA-Seq, Microarrays",tarbase,Unspecified
hsa-mir-21-3p,MIMAT0004494,VEGFA,7422,Microarrays,tarbase,Unspecified
hsa-mir-106b-5p,MIMAT0000680,PRPF4B,8899,PAR-CLIP,tarbase,Unspecified
hsa-mir-141-3p,MIMAT0000432,PRPF4B,8899,HITS-CLIP,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,PRPF4B,8899,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,PRPF4B,8899,Microarrays,tarbase,Unspecified
hsa-mir-15a-5p,MIMAT0000068,TTK,7272,PAR-CLIP,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,TTK,7272,"PAR-CLIP, Microarrays",tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,TTK,7272,"HITS-CLIP, Microarrays",tarbase,Unspecified
hsa-mir-34b-5p,MIMAT0000685,TTK,7272,HITS-CLIP,tarbase,Unspecified
hsa-mir-126-3p,MIMAT0000445,TTK,7272,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,TTK,7272,Microarrays,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,SLC29A1,2030,"Biotin-Microarrays, Microarrays",tarbase,Unspecified
hsa-mir-126-3p,MIMAT0000445,SLC29A1,2030,Microarrays,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,SLC29A1,2030,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,LAMA4,3910,Microarrays,tarbase,Unspecified
hsa-mir-21-3p,MIMAT0004494,CLIC5,53405,HITS-CLIP,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,FBRSL1,57666,Biotin-Microarrays,tarbase,Unspecified
hsa-mir-126-5p,MIMAT0000444,ENPP5,59084,"PAR-CLIP, HITS-CLIP",tarbase,Unspecified
hsa-mir-141-3p,MIMAT0000432,ENPP5,59084,HITS-CLIP,tarbase,Unspecified
hsa-mir-200c-3p,MIMAT0000617,ENPP5,59084,Microarrays,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,ENPP5,59084,Microarrays,tarbase,Unspecified
hsa-mir-200c-3p,MIMAT0000617,PRSS16,10279,Microarrays,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,PRSS16,10279,Microarrays,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,TBX18,9096,"PAR-CLIP, Biotin-Microarrays",tarbase,Unspecified
