"ID","adj.P.Val","P.Value","t","B","logFC","Gene.symbol","Gene.title","Gene.ID","condition"
"A_23_P308483",8.75648087078789e-10,1.26976441828885e-11,-9.67511438139541,16.4327580255801,-2.12262156858824,"MAP3K15","mitogen-activated protein kinase kinase kinase 15","389840",TRUE
"A_23_P311912",8.87141744696363e-10,1.29034538258595e-11,9.66925634329005,16.4167915320053,3.57264705882353,"AHNAK2","AHNAK nucleoprotein 2","113146",TRUE
"A_32_P224047",8.87141744696363e-10,1.29164999007206e-11,-9.66888821751925,16.4157880269034,-3.11832810458824,"ATRNL1","attractin like 1","26033",TRUE
"A_24_P181295",9.25644194315922e-10,1.35587625380707e-11,-9.65121790444888,16.3675978278419,-2.93016514941176,"C14orf37","chromosome 14 open reading frame 37","145407",TRUE
"A_23_P70688",9.44852212278297e-10,1.38679114632293e-11,9.64301374161539,16.3452094494692,2.04567320258824,"LY86","lymphocyte antigen 86","9450",TRUE
"A_23_P112026",9.49983110294822e-10,1.39711616903174e-11,9.64031508409003,16.3378431146655,2.65594117647059,"IDO1","indoleamine 2,3-dioxygenase 1","3620",TRUE
"A_23_P74575",1.03363291240691e-09,1.53229892303394e-11,9.6067423211606,16.2461210269967,2.08435294117647,"CD1D","CD1d molecule","912",TRUE
"A_23_P7727",1.0662683465025e-09,1.58381526849745e-11,9.59473507706529,16.2132804423796,4.50415882352941,"HAPLN1","hyaluronan and proteoglycan link protein 1","1404",TRUE
"A_32_P53524",1.09706249126932e-09,1.64083559225349e-11,-9.58189963995765,16.1781535483131,-2.17545751629412,"NTN1","netrin 1","9423",TRUE
"A_24_P229884",1.09706249126932e-09,1.64246369802954e-11,-9.58153984427589,16.1771685764148,-3.12905147058824,"SMIM22","small integral membrane protein 22","440335",TRUE
"A_23_P314145",1.10569668472225e-09,1.65864259429481e-11,-9.57798404951872,16.1674333568874,-2.17516755370588,"UST","uronyl 2-sulfotransferase","10090",TRUE
"A_23_P118894",1.11301956918765e-09,1.67617512625471e-11,-9.57417036108897,16.1569902014975,-4.87761176470588,"PRR15L","proline rich 15 like","79170",TRUE
"A_23_P202448",1.12093368852986e-09,1.69139061772992e-11,-9.57089341547775,16.1480152879287,-2.93735294117647,"CXCL12","C-X-C motif chemokine ligand 12","6387",TRUE
"A_24_P748377",1.13659877709634e-09,1.72505726507945e-11,-9.56374797051686,16.1284403769966,-2.32603398694118,"MAGI2-AS3","MAGI2 antisense RNA 3","100505881",TRUE
"A_23_P12241",1.17875621197639e-09,1.80637680581123e-11,-9.54705752339262,16.0826906353188,-2.33030718952941,"MCOLN3","mucolipin 3","55283",TRUE
"A_23_P20443",1.18276462253746e-09,1.81599839097756e-11,9.54513349203593,16.0774143532918,2.21170588235294,"LZTS1","leucine zipper tumor suppressor 1","11178",TRUE
"A_23_P423853",1.21016657983585e-09,1.86337780748847e-11,-9.53580775800271,16.0518333988116,-2.91267058823529,"ERBB4","erb-b2 receptor tyrosine kinase 4","2066",TRUE
"A_24_P870799",1.21016657983585e-09,1.86518997539262e-11,9.53545587236924,16.0508679336576,3.63338235294118,"GRIK3","glutamate ionotropic receptor kainate type subunit 3","2899",TRUE
"A_32_P232455",1.31613056558273e-09,2.07109198360715e-11,-9.49758303505418,15.9468609087234,-3.53150735294118,"C1orf64","chromosome 1 open reading frame 64","149563",TRUE
"A_32_P228804",1.32962749236096e-09,2.10015284251378e-11,-9.49254835930753,15.9330203279345,-2.12871764705882,"COBLL1","cordon-bleu WH2 repeat protein like 1","22837",TRUE
"A_23_P141415",1.39183250345463e-09,2.21068754593064e-11,-9.47402520040967,15.8820704244669,-2.13459558823529,"MYCBPAP","MYCBP associated protein","84073",TRUE
"A_32_P50066",1.39751560622724e-09,2.22474696955632e-11,-9.4717369405021,15.8757731831715,-2.42284465452941,"MAP9","microtubule associated protein 9","79884",TRUE
"A_23_P340218",1.39751560622724e-09,2.22793534494725e-11,-9.47122005780555,15.8743506376833,-3.30642352941176,"MFSD6L","major facilitator superfamily domain containing 6 like","162387",TRUE
"A_23_P12549",1.39931895425702e-09,2.23492614907219e-11,9.47008937288298,15.8712386855412,2.286,"APBB1IP","amyloid beta precursor protein binding family B member 1 interacting protein","54518",TRUE
"A_23_P372888",1.44285645887716e-09,2.31719403066924e-11,-9.45704725466608,15.8353310495206,-2.27761764705882,"SC5D","sterol-C5-desaturase","6309",TRUE
"A_32_P83098",1.49860521615421e-09,2.41994900779064e-11,-9.44140321143441,15.7922302164059,-2.25735534552941,"SCNN1B","sodium channel epithelial 1 beta subunit","6338",TRUE
"A_23_P5200",1.51650106620756e-09,2.46360771845313e-11,-9.43495976993939,15.7744685506165,-3.31258823529412,"NPHS1","NPHS1, nephrin","4868",TRUE
"A_23_P209298",1.51650106620756e-09,2.46668948059527e-11,-9.43450933900684,15.7732267110929,-2.62148235294118,"EPB41L5","erythrocyte membrane protein band 4.1 like 5","57669",TRUE
"A_23_P44207",1.58753753000375e-09,2.6289300235076e-11,-9.41157027613413,15.7099483547075,-2.53390016341176,"ACOT12","acyl-CoA thioesterase 12","134526",TRUE
"A_23_P30567",1.61110596158773e-09,2.67743652066906e-11,-9.40499090963187,15.6917861336143,-3.75943331,"CRHBP","corticotropin releasing hormone binding protein","1393",TRUE
"A_24_P13285",1.62434273742499e-09,2.7144107247419e-11,-9.40005665468895,15.6781614811693,-2.40197647058824,"PPP1R1A","protein phosphatase 1 regulatory inhibitor subunit 1A","5502",TRUE
"A_24_P945365",1.62434273742499e-09,2.71854526029419e-11,-9.39950914848928,15.6766494891225,-3.377821662,"PTGER3","prostaglandin E receptor 3","5733",TRUE
"A_23_P61406",1.78448215889946e-09,3.02854934315251e-11,-9.36069911702037,15.5693715576884,-2.17756127452941,"SHC3","SHC adaptor protein 3","53358",TRUE
"A_32_P175739",1.80818079563325e-09,3.08472516461935e-11,9.35410076190308,15.5511128717028,3.67882352941176,"HK2","hexokinase 2","3099",TRUE
"A_32_P37143",1.87607351587809e-09,3.20606715902456e-11,9.3402554437368,15.5127821667448,2.91232941176471,"GAS2L3","growth arrest specific 2 like 3","283431",TRUE
"A_23_P201193",2.01078608560399e-09,3.45402398374237e-11,-9.31354785976078,15.4387714881219,-2.25147385623529,"TSPAN2","tetraspanin 2","10100",TRUE
"A_24_P66969",2.06373079016198e-09,3.55710995657073e-11,-9.30301348183646,15.4095535292561,-2.74603067223529,"SMCO3","single-pass membrane protein with coiled-coil domains 3","440087",TRUE
"A_32_P110472",2.15651375516633e-09,3.72971965420849e-11,-9.28605058011391,15.3624750928139,-3.44092973852941,"IYD","iodotyrosine deiodinase","389434",TRUE
"A_23_P378416",2.18501327000193e-09,3.79829061289235e-11,-9.27953233543945,15.3443745292315,-3.22236862747059,"GPM6B","glycoprotein M6B","2824",TRUE
"A_23_P93940",2.22121291779844e-09,3.86775118341278e-11,-9.27305034462131,15.3263691475267,-2.42820826329412,"PGAM2","phosphoglycerate mutase 2","5224",TRUE
"A_23_P145841",2.28864602167697e-09,4.0053661477081e-11,-9.26055051940887,15.2916322429238,-3.46209813258824,"SOSTDC1","sclerostin domain containing 1","25928",TRUE
"A_23_P319572",2.38814448303951e-09,4.20057180086365e-11,-9.2435487511449,15.2443518359473,-2.54767226888235,"NR1I3","nuclear receptor subfamily 1 group I member 3","9970",TRUE
"A_23_P420442",2.6177509296402e-09,4.63523165963703e-11,-9.20841004474961,15.1465151625147,-2.61337908494118,"SEMA6D","semaphorin 6D","80031",TRUE
"A_23_P43337",2.65955001737875e-09,4.72489031853863e-11,-9.20157972849248,15.1274789172507,-3.93635490194118,"FREM1","FRAS1 related extracellular matrix 1","158326",TRUE
"A_24_P7950",2.66317555124903e-09,4.74493860779611e-11,-9.20007044673359,15.1232716991259,-2.09257450982353,"VAV3","vav guanine nucleotide exchange factor 3","10451",TRUE
"A_32_P157208",2.66317555124903e-09,4.74699801181515e-11,-9.19991577719051,15.1228405313378,-2.25563562094118,"PGM5-AS1","PGM5 antisense RNA 1","572558",TRUE
"A_32_P151933",2.67256336891964e-09,4.77159234347379e-11,-9.19807389552076,15.1177057330656,-2.28143137252941,"FECH","ferrochelatase","2235",TRUE
"A_23_P133656",2.71632896602002e-09,4.85772107576967e-11,9.19169887426847,15.0999300532033,2.20167647058824,"LAMA4","laminin subunit alpha 4","3910",TRUE
"A_32_P55241",2.71822411214457e-09,4.87211591805409e-11,-9.1906446191176,15.0969899318389,-2.427162605,"SHISA2","shisa family member 2","387914",TRUE
"A_23_P312752",2.78078566301445e-09,5.02206717186562e-11,-9.17984693337772,15.0668689110869,-3.78087058823529,"KCNJ13","potassium voltage-gated channel subfamily J member 13","3769",TRUE
"A_23_P160466",2.87569954356059e-09,5.2019389943225e-11,-9.16731885556662,15.0319019135975,-2.29109787576471,"SLC19A2","solute carrier family 19 member 2","10560",TRUE
"A_23_P431591",2.95371345971953e-09,5.36043650993279e-11,9.15663906325216,15.0020776252506,2.01091176470588,"ANXA2R","annexin A2 receptor","389289",TRUE
"A_23_P157460",2.9601439151877e-09,5.38743157588533e-11,9.15485212383772,14.9970859957216,2.35858823529412,"ZNF395","zinc finger protein 395","55893",TRUE
"A_23_P166087",3.08818335847902e-09,5.65897474066837e-11,9.13736722917884,14.9482220075627,2.08064705882353,"RASSF2","Ras association domain family member 2","9770",TRUE
"A_24_P356916",3.15493163819433e-09,5.79984785537813e-11,-9.12862926011362,14.9237877482161,-4.828127451,"SLC13A3","solute carrier family 13 member 3","64849",TRUE
"A_24_P413669",3.19954984015112e-09,5.90069342248001e-11,-9.12250552308691,14.9066578831197,-2.59771176470588,"PFKFB2","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2","5208",TRUE
"A_23_P27472",3.2037521723194e-09,5.91786682809748e-11,-9.12147329179652,14.9037699575409,-2.05361764705882,"ATP1A3","ATPase Na+/K+ transporting subunit alpha 3","478",TRUE
"A_23_P91512",3.29360923970502e-09,6.09353553672115e-11,-9.1110859413638,14.87470110493,-3.32970588235294,"CLDN14","claudin 14","23562",TRUE
"A_23_P117059",3.30883913463383e-09,6.1314449521128e-11,-9.10888428104619,14.8685380057582,-2.72731045752941,"SLC16A7","solute carrier family 16 member 7","9194",TRUE
"A_23_P103703",3.34395065987076e-09,6.21617982539655e-11,-9.10401273897881,14.8548989001102,-2.86644771241176,"HSPB7","heat shock protein family B (small) member 7","27129",TRUE
"A_23_P7250",3.5111862115053e-09,6.57869761965079e-11,-9.08390577860969,14.7985721259858,-2.04412268905882,"CDS1","CDP-diacylglycerol synthase 1","1040",TRUE
"A_23_P151907",3.88215207166772e-09,7.34226655121579e-11,9.04500331388856,14.6894451200805,2.75845751635294,"PCSK6","proprotein convertase subtilisin/kexin type 6","5046",TRUE
"A_24_P193011",4.21885517197886e-09,8.10316026619859e-11,9.01012771869069,14.5914493935506,2.82482352941176,"CCND1","cyclin D1","595",TRUE
"A_23_P301105",4.21904963461171e-09,8.1159434703102e-11,9.0095706409253,14.5898828196095,2.09202745094118,"SLFN13","schlafen family member 13","146857",TRUE
"A_32_P728662",4.22007787259263e-09,8.13033415656266e-11,-9.00894457629005,14.5881221985176,-2.08651785711765,"ZNF44","zinc finger protein 44","51710",TRUE
"A_23_P317324",4.27266341773514e-09,8.26934681119395e-11,-9.00295416264216,14.5712734093149,-2.80168039217647,"MECOM","MDS1 and EVI1 complex locus","2122",TRUE
"A_23_P128574",4.30619992742431e-09,8.38491779503175e-11,-8.99805126807888,14.557479999097,-2.16617857141176,"ENOX1","ecto-NOX disulfide-thiol exchanger 1","55068",TRUE
"A_23_P41476",4.323862040454e-09,8.43202698047239e-11,-8.99607240651042,14.5519119609305,-4.15826503264706,"SHISA3","shisa family member 3","152573",TRUE
"A_23_P256205",4.43342349952868e-09,8.69784538556864e-11,8.985112755901,14.5210651219823,2.09782352941177,"ABLIM3","actin binding LIM protein family member 3","22885",TRUE
"A_23_P14612",4.83830366898066e-09,9.64871429957317e-11,-8.94851721259115,14.4179532891527,-2.53283109241177,"FGF7","fibroblast growth factor 7","2252",TRUE
"A_23_P26640",4.89894044310768e-09,9.78404777007504e-11,-8.94360867955291,14.4041100429368,-3.01209477123529,"C16orf89","chromosome 16 open reading frame 89","146556",TRUE
"A_23_P167237",5.14482022333548e-09,1.03961747556664e-10,-8.9222354155677,14.3437967012435,-2.27198739494118,"C1QTNF7","C1q and tumor necrosis factor related protein 7","114905",TRUE
"A_24_P302172",5.14538326361053e-09,1.04124468655922e-10,-8.92168484534125,14.3422422798228,-2.11281461252941,"PTGFR","prostaglandin F receptor","5737",TRUE
"A_23_P53891",5.24190063156542e-09,1.06405137663744e-10,-8.91405879033011,14.3207077443624,-2.73429411764706,"KLF5","Kruppel like factor 5","688",TRUE
"A_23_P366376",5.25541602517867e-09,1.06969465539845e-10,-8.91219741935249,14.3154504688835,-3.84294117647059,"TDGF1","teratocarcinoma-derived growth factor 1","6997",TRUE
"A_23_P118615",5.44097372480162e-09,1.12826827342348e-10,-8.89344614446754,14.2624647658095,-2.71255378152941,"ABCA8","ATP binding cassette subfamily A member 8","10351",TRUE
"A_23_P71946",5.64674262987454e-09,1.1742593797639e-10,-8.87940313173366,14.2227542084099,-3.07653949582353,"BSPRY","B-box and SPRY domain containing","54836",TRUE
"A_23_P52986",5.66822178050941e-09,1.18039326448634e-10,8.87757253745119,14.2175758590237,2.82571470588235,"VWCE","von Willebrand factor C and EGF domains","220001",TRUE
"A_24_P106363",5.78484276475284e-09,1.21148539575976e-10,-8.86843952882759,14.1917342800008,-2.35010784311765,"MARVELD2","MARVEL domain containing 2","153562",TRUE
"A_24_P51115",5.91352040048704e-09,1.24713045683546e-10,-8.85825751728483,14.1629122088376,-3.08928347341176,"MFSD4A","major facilitator superfamily domain containing 4A","148808",TRUE
"A_23_P45365",6.04733560728523e-09,1.27713011530996e-10,-8.84991453786951,14.1392861480204,-2.00062549017647,"COL4A5","collagen type IV alpha 5 chain","1287",TRUE
"A_32_P105825",6.21636342665761e-09,1.32196916214879e-10,-8.83780852019317,14.1049881924141,-2.23757320264706,"MPPED2","metallophosphoesterase domain containing 2","744",TRUE
"A_23_P369201",6.25376305219615e-09,1.33176200064416e-10,8.83522007385298,14.0976523949837,2.95946218488235,"SCARB1","scavenger receptor class B member 1","949",TRUE
"A_23_P127584",6.43751748093741e-09,1.37278668559316e-10,8.82458246186242,14.0674960104807,3.450798366,"NNMT","nicotinamide N-methyltransferase","4837",TRUE
"A_23_P29118",6.50550224367874e-09,1.39016507545248e-10,8.82017325895164,14.0549922825955,2.38526937441176,"DGCR5","DiGeorge syndrome critical region gene 5 (non-protein coding)","26220",TRUE
"A_23_P125717",6.50857948552375e-09,1.39380861002473e-10,-8.81925592848521,14.0523905881707,-2.26665147058824,"NAP1L3","nucleosome assembly protein 1 like 3","4675",TRUE
"A_32_P190303",6.50857948552375e-09,1.39559810722596e-10,-8.81880627896995,14.0511152725085,-3.62555,"LONRF2","LON peptidase N-terminal domain and ring finger 2","164832",TRUE
"A_32_P83811",6.7046737243089e-09,1.44738801357231e-10,-8.80604046339879,14.0148977582363,-2.32190849670588,"FAM47E","family with sequence similarity 47 member E","100129583",TRUE
"A_24_P346101",6.7046737243089e-09,1.44750588671179e-10,8.80601194063319,14.014816814343,2.12493977588235,"PRELID2","PRELI domain containing 2","153768",TRUE
"A_23_P151895",6.75607320932937e-09,1.46257717573575e-10,-8.80238430331943,14.0045212238171,-2.29019701217647,"CILP","cartilage intermediate layer protein","8483",TRUE
"A_23_P349406",6.84893359998278e-09,1.49073794458123e-10,8.79570662127913,13.985565010882,2.44956470588235,"RIMKLA","ribosomal modification protein rimK like family member A","284716",TRUE
"A_23_P68669",7.24228101724648e-09,1.58700492906895e-10,-8.77380906364732,13.9233644887744,-3.18017647058823,"CHODL","chondrolectin","140578",TRUE
"A_24_P392774",7.35751672692078e-09,1.61442069482996e-10,-8.76781923299639,13.9063398335698,-2.17188632117647,"HSD17B12","hydroxysteroid 17-beta dehydrogenase 12","51144",TRUE
"A_23_P84219",8.12571267136878e-09,1.8260028474986e-10,-8.72479596178789,13.7839255733183,-3.29097843135294,"LIPH","lipase H","200879",TRUE
"A_23_P100642",8.19164927203113e-09,1.84336911254934e-10,-8.72149247121838,13.7745166570823,-2.01561764705882,"PNMT","phenylethanolamine N-methyltransferase","5409",TRUE
"A_23_P85140",8.39903255989726e-09,1.90224574125563e-10,-8.71052320098038,13.7432645871089,-3.08845294117647,"TCEAL2","transcription elongation factor A like 2","140597",TRUE
"A_32_P210168",8.68690213564745e-09,1.9725538116124e-10,-8.69786692621774,13.7071876817343,-2.85864852941176,"C15orf59","chromosome 15 open reading frame 59","388135",TRUE
"A_23_P21976",8.72999026173504e-09,1.98747351684891e-10,8.69524014222901,13.6996975173893,2.15373382352941,"CSPG4","chondroitin sulfate proteoglycan 4","1464",TRUE
"A_32_P213459",8.7553758413867e-09,1.99637215043814e-10,-8.69368294748097,13.6952568402967,-6.05666584970588,"DMRT2","doublesex and mab-3 related transcription factor 2","10655",TRUE
"A_32_P52632",9.51388524854495e-09,2.19391906431532e-10,-8.6608166841502,13.6014619668222,-2.35675406158824,"PLCG2","phospholipase C gamma 2","5336",TRUE
"A_32_P147622",9.63638396414651e-09,2.23067068056453e-10,-8.65503495032262,13.584948128125,-2.03290130717647,"MCF2L-AS1","MCF2L antisense RNA 1","100289410",TRUE
"A_24_P153643",1.02922642431901e-08,2.39460586398122e-10,-8.63037000047916,13.5144538757659,-2.41330588235294,"DOCK3","dedicator of cytokinesis 3","1795",TRUE
"A_23_P105212",1.08681626722276e-08,2.55097176670322e-10,-8.60839117383783,13.4515741038479,-3.59564705882353,"THRSP","thyroid hormone responsive","7069",TRUE
"A_23_P103511",1.11941656148192e-08,2.63078367146318e-10,-8.59769422149785,13.4209496193053,-2.19256470588235,"C1orf226","chromosome 1 open reading frame 226","400793",TRUE
"A_32_P189204",1.1418626256613e-08,2.70368672762324e-10,8.58820716140149,13.3937773053103,2.50749738558823,"GAS2L3","growth arrest specific 2 like 3","283431",TRUE
"A_24_P159434",1.1445802032187e-08,2.71685459143919e-10,8.58652130123897,13.3889476128366,2.31405882352941,"CD300A","CD300a molecule","11314",TRUE
"A_23_P58009",1.14768419195343e-08,2.72759817371131e-10,-8.58515194781498,13.3850244023015,-2.38654411764706,"C3orf52","chromosome 3 open reading frame 52","79669",TRUE
"A_32_P306678",1.17641486531104e-08,2.80891765476775e-10,-8.57496125220759,13.3558208114982,-2.54479516805882,"CCSER1","coiled-coil serine rich protein 1","401145",TRUE
"A_23_P39251",1.17641486531104e-08,2.80972077955341e-10,-8.57486210680356,13.3555366275047,-2.52645294117647,"PLIN5","perilipin 5","440503",TRUE
"A_23_P375906",1.18558506508792e-08,2.83510988268863e-10,-8.57174256609982,13.3465943683718,-3.31605882352941,"MAPK4","mitogen-activated protein kinase 4","5596",TRUE
"A_23_P314250",1.18575702224882e-08,2.83932198929832e-10,8.57122777006014,13.345118576311,2.00283611111765,"FAM78A","family with sequence similarity 78 member A","286336",TRUE
"A_24_P179646",1.18575702224882e-08,2.84249653842224e-10,-8.57084029419012,13.344007758284,-2.73766767041176,"TDGF1P3","teratocarcinoma-derived growth factor 1 pseudogene 3","6998",TRUE
"A_23_P202206",1.18745686968137e-08,2.85006413806694e-10,-8.56991838376975,13.3413647470917,-2.77816470588235,"GSTO2","glutathione S-transferase omega 2","119391",TRUE
"A_23_P503072",1.19299678706108e-08,2.86686974242279e-10,8.56787991893014,13.335520337072,2.04007058823529,"CCL28","C-C motif chemokine ligand 28","56477",TRUE
"A_24_P236235",1.26882332426799e-08,3.09381092364361e-10,-8.54148139453781,13.2597886432752,-2.16531013070588,"FLRT2","fibronectin leucine rich transmembrane protein 2","23768",TRUE
"A_23_P120883",1.28326462819717e-08,3.1328597017579e-10,8.53713799048404,13.2473202838613,2.64241176470588,"HMOX1","heme oxygenase 1","3162",TRUE
"A_24_P321581",1.29016086626701e-08,3.15728525423306e-10,-8.534448963629,13.2395999090762,-3.13105585894118,"SLC38A4","solute carrier family 38 member 4","55089",TRUE
"A_23_P390006",1.29678519154817e-08,3.17731061991772e-10,8.53226005318779,13.2333147580583,2.70473529411765,"PCSK6","proprotein convertase subtilisin/kexin type 6","5046",TRUE
"A_24_P273253",1.34233452562001e-08,3.30865442811214e-10,8.51824119554606,13.1930478789147,2.71231932770588,"AHNAK2","AHNAK nucleoprotein 2","113146",TRUE
"A_24_P113572",1.36426876608686e-08,3.38278301609278e-10,-8.51057629984942,13.1710217195582,-2.92070774976471,"PHF21B","PHD finger protein 21B","112885",TRUE
"A_23_P16953",1.36698176487065e-08,3.3935308240215e-10,-8.50947914028448,13.1678682990897,-2.83411486923529,"HTR2B","5-hydroxytryptamine receptor 2B","3357",TRUE
"A_23_P58117",1.41084914180607e-08,3.50658134250876e-10,-8.49814767202391,13.1352913064923,-3.279394958,"SHROOM3","shroom family member 3","57619",TRUE
"A_23_P12343",1.41859050516783e-08,3.52999460960052e-10,-8.4958472353697,13.1286758688393,-3.17081633988235,"GSTM3","glutathione S-transferase mu 3","2947",TRUE
"A_23_P99063",1.42316991285856e-08,3.54557596385434e-10,-8.49432487299489,13.1242976149363,-4.67839215688235,"LUM","lumican","4060",TRUE
"A_23_P422911",1.4286613360079e-08,3.56766125734074e-10,-8.49217863513525,13.1181246480896,-3.206996732,"HS6ST3","heparan sulfate 6-O-sulfotransferase 3","266722",TRUE
"A_32_P85732",1.44404253493991e-08,3.61456614281388e-10,-8.48766479954661,13.1051402430784,-2.98202287582353,"C9orf135","chromosome 9 open reading frame 135","138255",TRUE
"A_23_P127948",1.4750896110107e-08,3.70529598153757e-10,8.47909969825095,13.0804953481738,2.70258823529412,"ADM","adrenomedullin","133",TRUE
"A_23_P67355",1.5526471630587e-08,3.91381439714485e-10,-8.46019520440016,13.026069256312,-2.02190476194118,"PRRG2","proline rich and Gla domain 2","5639",TRUE
"A_23_P7562",1.59490866167315e-08,4.04849160251758e-10,-8.44852067951413,12.9924369820949,-2.65551293188235,"ACSL6","acyl-CoA synthetase long-chain family member 6","23305",TRUE
"A_23_P95790",1.62633224396609e-08,4.15217479781917e-10,-8.43979814592948,12.9672982962764,-2.87840280111765,"ITLN1","intelectin 1","55600",TRUE
"A_23_P92710",1.65763164047898e-08,4.24671203852343e-10,-8.43203544727325,12.9449182907949,-2.71049803917647,"RHOBTB3","Rho related BTB domain containing 3","22836",TRUE
"A_23_P23834",1.69137484588645e-08,4.34808404995812e-10,-8.42390388103731,12.9214671659504,-2.79222959852941,"LGR6","leucine rich repeat containing G protein-coupled receptor 6","59352",TRUE
"A_23_P170667",1.73233203459196e-08,4.47375588673376e-10,8.41408594819979,12.8931421850326,2.02047794117647,"ASPHD1","aspartate beta-hydroxylase domain containing 1","253982",TRUE
"A_23_P142738",1.73705663189732e-08,4.49617576348502e-10,-8.41236386419871,12.8881727538027,-2.01402352941176,"TMEM178A","transmembrane protein 178A","130733",TRUE
"A_23_P213050",1.75089302749898e-08,4.5371397059433e-10,-8.40923977188074,12.8791566410754,-2.97529411764706,"HPGD","hydroxyprostaglandin dehydrogenase 15-(NAD)","3248",TRUE
"A_32_P465742",1.8583972050678e-08,4.85944795371868e-10,-8.3856131934213,12.8109331599404,-2.58995882352941,"PIP5K1B","phosphatidylinositol-4-phosphate 5-kinase type 1 beta","8395",TRUE
"A_23_P156826",1.90902497976491e-08,5.03675335857733e-10,-8.37328466769046,12.7753075269758,-2.87667647058824,"ADTRP","androgen dependent TFPI regulating protein","84830",TRUE
"A_23_P123596",1.98350297830272e-08,5.27409463023018e-10,-8.35745329580298,12.7295335697181,-3.10435294117647,"GLDC","glycine decarboxylase","2731",TRUE
"A_23_P82990",1.98392840666759e-08,5.28106126252772e-10,-8.35699958624438,12.7282213056924,-3.61065882352941,"OGN","osteoglycin","4969",TRUE
"A_24_P111106",2.01384373373524e-08,5.36661692677253e-10,-8.35147664663954,12.7122453763208,-2.54430882352941,"FGF1","fibroblast growth factor 1","2246",TRUE
"A_24_P355267",2.01728686205715e-08,5.38172593648402e-10,-8.3505105849463,12.7094505313896,-2.08091764705882,"SLC25A25","solute carrier family 25 member 25","114789",TRUE
"A_23_P1320",2.04794212472274e-08,5.48964918639207e-10,-8.34368898068547,12.6897123225094,-2.06548039217647,"MYOZ1","myozenin 1","58529",TRUE
"A_23_P140074",2.11509109117131e-08,5.7110818921562e-10,-8.33010850961886,12.6504012515443,-3.35582320258824,"PROZ","protein Z, vitamin K dependent plasma glycoprotein","8858",TRUE
"A_32_P204205",2.2174331992695e-08,6.02655531538624e-10,-8.31165540767158,12.5969510448961,-2.55218440705882,"SIX4","SIX homeobox 4","51804",TRUE
"A_24_P45728",2.25626070969976e-08,6.1534957944701e-10,-8.30450507826534,12.5762291644695,-2.23144117647059,"CGN","cingulin","57530",TRUE
"A_24_P381441",2.25720327275165e-08,6.16783881518409e-10,-8.30370658154373,12.573914727377,-3.18411013070588,"LMO3","LIM domain only 3","55885",TRUE
"A_23_P41629",2.26016242864235e-08,6.18257267673799e-10,-8.30288828379652,12.5715428204077,-2.14160702611765,"ADAMTS16","ADAM metallopeptidase with thrombospondin type 1 motif 16","170690",TRUE
"A_32_P149158",2.27631119383869e-08,6.23344232444208e-10,-8.30007817363379,12.5633968811653,-2.75469117647059,"PLCL1","phospholipase C like 1","5334",TRUE
"A_23_P25030",2.28629467129398e-08,6.26750583459613e-10,-8.29820942353867,12.5579792468953,-2.30982843135294,"HSD17B6","hydroxysteroid 17-beta dehydrogenase 6","8630",TRUE
"A_23_P121813",2.29211118272062e-08,6.29019275686316e-10,-8.29697050519768,12.5543873148187,-2.88421465923529,"ENPP6","ectonucleotide pyrophosphatase/phosphodiesterase 6","133121",TRUE
"A_23_P92467",2.33633427526535e-08,6.4533520944491e-10,8.28819170756637,12.528930306872,2.59012250235294,"QRFPR","pyroglutamylated RFamide peptide receptor","84109",TRUE
"A_23_P124514",2.36682118738728e-08,6.56349945770566e-10,-8.28239152613578,12.512105883398,-2.66643550417647,"DLG2","discs large MAGUK scaffold protein 2","1740",TRUE
"A_32_P179998",2.36682118738728e-08,6.56483434233251e-10,-8.2823218400178,12.5119037231901,-2.64416862747059,"DMRTC1","DMRT like family C1","63947",TRUE
"A_23_P133665",2.50272081628595e-08,6.9933077694913e-10,-8.26066513478512,12.4490502320124,-2.00995882352941,"FRK","fyn related Src family tyrosine kinase","2444",TRUE
"A_23_P309720",2.50424698808038e-08,7.00493818949481e-10,8.2600962114174,12.4473983373011,2.16497058823529,"GABRD","gamma-aminobutyric acid type A receptor delta subunit","2563",TRUE
"A_23_P133543",2.54059575940636e-08,7.12903216210857e-10,-8.25408485083284,12.4299418053085,-2.88704705882353,"KLHL3","kelch like family member 3","26249",TRUE
"A_23_P102000",2.66919586736475e-08,7.55269846580649e-10,8.23433242616021,12.3725530567344,2.25458823529412,"CXCR4","C-X-C motif chemokine receptor 4","7852",TRUE
"A_23_P4190",2.71951497147971e-08,7.71691960644473e-10,-8.22697649295456,12.3511696850906,-2.72205882352941,"ACSF2","acyl-CoA synthetase family member 2","80221",TRUE
"A_24_P929083",2.7386032001825e-08,7.78936788804187e-10,-8.22378162399126,12.341880415534,-2.19584033611765,"MAGI2-AS3","MAGI2 antisense RNA 3","100505881",TRUE
"A_23_P38334",2.75689118207191e-08,7.84949310031651e-10,-8.22115297036729,12.3342365759939,-2.35640877688235,"WNK4","WNK lysine deficient protein kinase 4","65266",TRUE
"A_23_P110851",2.76773953285926e-08,7.8966625886037e-10,8.21910498155112,12.3282806999148,2.18835294117647,"TERT","telomerase reverse transcriptase","7015",TRUE
